state;action_reward;n_state
14&4|523&3|194&1|496&3|50&2|22&2|187&3|215&2|487&3|70&3|640&2|508&2;473&1|118&2|225&1|257&3;14&4|523&3|194&1|496&3|50&2|22&2|187&3|215&2|487&3|70&3|640&2|508&2|473&1|118&2|225&1|257&3
908&1|751&4|690&5|748&4|338&1|323&5|289&3|990&5|259&1|300&4|358&1|288&1;457&1|895&2|313&5|890&1;908&1|751&4|690&5|748&4|338&1|323&5|289&3|990&5|259&1|300&4|358&1|288&1|457&1|895&2|313&5|890&1
331&5|678&4|294&4|748&3|300&4|323&4|344&4|310&4|1025&3|332&4|879&4|354&4;307&4|288&2|751&3|312&4;331&5|678&4|294&4|748&3|300&4|323&4|344&4|310&4|1025&3|332&4|879&4|354&4|307&4|288&2|751&3|312&4
121&2|1283&2|291&5|298&4|24&4|50&4|181&4|250&3|1&5|471&5|117&5|127&5;254&4|1244&3|678&3|323&3;121&2|1283&2|291&5|298&4|24&4|50&4|181&4|250&3|1&5|471&5|117&5|127&5|254&4|1244&3|678&3|323&3
475&5|313&3|86&5|357&5|216&4|196&5|315&4|318&5|131&5|272&5|79&3|301&1;527&4|482&4|238&3|168&3;475&5|313&3|86&5|357&5|216&4|196&5|315&4|318&5|131&5|272&5|79&3|301&1|527&4|482&4|238&3|168&3
269&4|259&3|340&3|271&2|272&4|300&2|750&4|251&4|751&3|1022&4|257&4|181&4;50&5|1&4|64&5|28&5;269&4|259&3|340&3|271&2|272&4|300&2|750&4|251&4|751&3|1022&4|257&4|181&4|50&5|1&4|64&5|28&5
721&4|140&3|408&5|87&5|715&5|792&3|1067&4|100&5|182&4|195&4|919&4|127&5;739&4|53&5|184&3|210&4;721&4|140&3|408&5|87&5|715&5|792&3|1067&4|100&5|182&4|195&4|919&4|127&5|739&4|53&5|184&3|210&4
262&4|358&3|333&3|319&4|879&2|294&4|338&3|258&5|890&4|269&4|340&3|288&4;271&3|343&4|689&2|325&1;262&4|358&3|333&3|319&4|879&2|294&4|338&3|258&5|890&4|269&4|340&3|288&4|271&3|343&4|689&2|325&1
845&1|111&1|117&2|148&3|408&5|118&1|1011&1|825&1|743&1|240&2|21&2|547&5;501&1|189&4|588&2|1240&5;845&1|111&1|117&2|148&3|408&5|118&1|1011&1|825&1|743&1|240&2|21&2|547&5|501&1|189&4|588&2|1240&5
1091&3|324&4|384&3|1274&1|977&2|696&2|357&5|455&4|786&3|206&5|1482&4|298&5;270&4|313&5|881&3|544&3;1091&3|324&4|384&3|1274&1|977&2|696&2|357&5|455&4|786&3|206&5|1482&4|298&5|270&4|313&5|881&3|544&3
225&1|375&2|739&4|55&4|181&2|212&4|202&4|216&4|257&2|96&3|144&3|294&3;177&5|273&4|485&5|720&4;225&1|375&2|739&4|55&4|181&2|212&4|202&4|216&4|257&2|96&3|144&3|294&3|177&5|273&4|485&5|720&4
678&1|323&3|911&3|313&2|302&5|289&4|312&3|880&3|286&2|269&3|305&4|511&5;609&3|56&5|626&3|588&4;678&1|323&3|911&3|313&2|302&5|289&4|312&3|880&3|286&2|269&3|305&4|511&5|609&3|56&5|626&3|588&4
209&5|238&4|204&3|8&4|71&5|214&5|357&5|509&5|116&5|69&5|132&4|495&4;127&1|222&4|78&1|529&5;209&5|238&4|204&3|8&4|71&5|214&5|357&5|509&5|116&5|69&5|132&4|495&4|127&1|222&4|78&1|529&5
480&4|192&5|671&4|479&5|165&3|962&4|792&3|162&4|484&3|434&4|408&5|273&2;501&4|675&4|443&3|257&4;480&4|192&5|671&4|479&5|165&3|962&4|792&3|162&4|484&3|434&4|408&5|273&2|501&4|675&4|443&3|257&4
144&3|20&3|939&4|518&4|1174&3|239&3|161&4|2&4|39&2|214&3|69&4|504&4;343&4|550&4|265&4|402&4;144&3|20&3|939&4|518&4|1174&3|239&3|161&4|2&4|39&2|214&3|69&4|504&4|343&4|550&4|265&4|402&4
210&4|763&3|208&3|514&5|294&3|276&3|280&5|100&4|137&3|275&3|56&3|204&4;255&3|257&4|259&2|475&1;210&4|763&3|208&3|514&5|294&3|276&3|280&5|100&4|137&3|275&3|56&3|204&4|255&3|257&4|259&2|475&1
97&4|179&4|475&5|288&3|293&4|181&4|172&4|928&4|117&4|298&4|121&3|357&5;235&2|762&2|781&3|271&3;97&4|179&4|475&5|288&3|293&4|181&4|172&4|928&4|117&4|298&4|121&3|357&5|235&2|762&2|781&3|271&3
1015&3|831&2|269&4|1016&3|258&3|322&3|748&1|1010&2|841&2|282&4|240&3|111&3;930&2|118&3|276&4|476&3;1015&3|831&2|269&4|1016&3|258&3|322&3|748&1|1010&2|841&2|282&4|240&3|111&3|930&2|118&3|276&4|476&3
329&3|1&5|331&2|328&4|100&5|990&4|258&5|742&4|989&5|289&3|302&5|754&4;845&2|713&4|283&4|9&5;329&3|1&5|331&2|328&4|100&5|990&4|258&5|742&4|989&5|289&3|302&5|754&4|845&2|713&4|283&4|9&5
292&5|243&1|754&5|938&3|50&5|269&5|749&1|121&3|9&4|748&3|322&3|455&1;411&2|476&4|866&4|926&1;292&5|243&1|754&5|938&3|50&5|269&5|749&1|121&3|9&4|748&3|322&3|455&1|411&2|476&4|866&4|926&1
317&4|531&4|70&4|282&3|230&4|696&4|245&3|121&5|596&3|1197&4|64&5|195&4;268&4|229&4|881&2|179&2;317&4|531&4|70&4|282&3|230&4|696&4|245&3|121&5|596&3|1197&4|64&5|195&4|268&4|229&4|881&2|179&2
300&5|269&3|1127&4|751&3|258&4|333&3|690&2|301&1|310&4|323&3|328&5|304&4;678&3|243&2|271&1|347&5;300&5|269&3|1127&4|751&3|258&4|333&3|690&2|301&1|310&4|323&3|328&5|304&4|678&3|243&2|271&1|347&5
404&4|716&4|216&4|655&4|66&4|506&4|612&4|939&4|237&3|705&4|153&3|291&4;1110&2|400&3|451&1|371&3;404&4|716&4|216&4|655&4|66&4|506&4|612&4|939&4|237&3|705&4|153&3|291&4|1110&2|400&3|451&1|371&3
739&5|168&4|300&4|294&3|894&3|315&5|174&5|873&3|186&4|153&4|79&3|276&4;66&5|88&5|255&3|127&4;739&5|168&4|300&4|294&3|894&3|315&5|174&5|873&3|186&4|153&4|79&3|276&4|66&5|88&5|255&3|127&4
191&3|58&4|209&5|427&5|498&4|71&3|197&5|1101&4|69&4|11&3|510&5|491&3;222&2|148&3|628&4|544&4;191&3|58&4|209&5|427&5|498&4|71&3|197&5|1101&4|69&4|11&3|510&5|491&3|222&2|148&3|628&4|544&4
919&3|42&3|531&4|129&3|474&5|258&3|1019&3|517&5|288&2|137&5|60&4|1129&5;1157&1|93&4|223&2|385&2;919&3|42&3|531&4|129&3|474&5|258&3|1019&3|517&5|288&2|137&5|60&4|1129&5|1157&1|93&4|223&2|385&2
260&1|347&4|435&4|288&1|117&4|1078&4|815&3|722&3|79&4|750&4|161&3|259&2;871&3|1&4|827&2|1132&3;260&1|347&4|435&4|288&1|117&4|1078&4|815&3|722&3|79&4|750&4|161&3|259&2|871&3|1&4|827&2|1132&3
184&4|568&4|238&5|432&3|132&4|111&3|121&4|227&4|561&1|578&2|418&3|441&3;257&4|585&1|765&2|368&1;184&4|568&4|238&5|432&3|132&4|111&3|121&4|227&4|561&1|578&2|418&3|441&3|257&4|585&1|765&2|368&1
340&4|260&3|678&1|258&5|270&5|294&2|300&4|324&4|895&4|301&3|748&3|343&2;433&5|886&4|690&4|11&5;340&4|260&3|678&1|258&5|270&5|294&2|300&4|324&4|895&4|301&3|748&3|343&2|433&5|886&4|690&4|11&5
9&1|258&4|295&4|619&3|1197&5|325&1|281&2|1&5|15&5|291&4|7&1|118&4;235&2|252&1|1047&2|819&4;9&1|258&4|295&4|619&3|1197&5|325&1|281&2|1&5|15&5|291&4|7&1|118&4|235&2|252&1|1047&2|819&4
106&3|928&2|932&4|864&3|628&4|591&3|278&3|685&4|363&4|895&5|284&3|742&4;974&4|1061&4|820&3|826&3;106&3|928&2|932&4|864&3|628&4|591&3|278&3|685&4|363&4|895&5|284&3|742&4|974&4|1061&4|820&3|826&3
111&2|356&2|923&4|212&4|526&4|173&1|179&1|323&1|513&4|14&5|1194&5|165&3;204&3|739&3|702&2|98&4;111&2|356&2|923&4|212&4|526&4|173&1|179&1|323&1|513&4|14&5|1194&5|165&3|204&3|739&3|702&2|98&4
301&2|689&2|258&3|270&3|327&2|286&4|328&3|1280&3|292&4|288&2|332&3|294&2;271&3|748&3|338&2|343&2;301&2|689&2|258&3|270&3|327&2|286&4|328&3|1280&3|292&4|288&2|332&3|294&2|271&3|748&3|338&2|343&2
273&5|597&2|405&1|254&2|121&3|50&4|1016&1|118&5|181&4|685&1|1089&1|174&4;89&5|22&5|56&4|79&5;273&5|597&2|405&1|254&2|121&3|50&4|1016&1|118&5|181&4|685&1|1089&1|174&4|89&5|22&5|56&4|79&5
316&5|172&5|358&3|335&2|890&3|751&4|166&4|948&2|988&3|168&3|346&4|900&4;268&5|114&5|271&5|181&5;316&5|172&5|358&3|335&2|890&3|751&4|166&4|948&2|988&3|168&3|346&4|900&4|268&5|114&5|271&5|181&5
485&1|211&3|70&4|465&4|77&5|136&5|86&5|480&4|1222&3|449&3|348&4|501&5;121&4|451&3|521&4|420&1;485&1|211&3|70&4|465&4|77&5|136&5|86&5|480&4|1222&3|449&3|348&4|501&5|121&4|451&3|521&4|420&1
322&1|264&3|754&3|347&2|877&1|331&4|310&5|258&5|749&2|343&5|350&1|879&2;361&5|1062&4|1237&4|1024&3;322&1|264&3|754&3|347&2|877&1|331&4|310&5|258&5|749&2|343&5|350&1|879&2|361&5|1062&4|1237&4|1024&3
300&3|322&2|346&3|315&4|539&1|902&3|751&3|294&3|306&4|750&4|286&2|308&4;245&3|260&1|243&3|343&2;300&3|322&2|346&3|315&4|539&1|902&3|751&3|294&3|306&4|750&4|286&2|308&4|245&3|260&1|243&3|343&2
237&4|756&3|3&2|169&5|301&5|209&5|9&5|182&5|319&4|1528&3|1103&3|220&1;95&4|716&2|189&5|428&5;237&4|756&3|3&2|169&5|301&5|209&5|9&5|182&5|319&4|1528&3|1103&3|220&1|95&4|716&2|189&5|428&5
324&3|445&3|678&1|670&3|827&1|147&3|293&4|144&4|583&3|244&1|831&3|145&3;301&4|515&3|207&2|310&3;324&3|445&3|678&1|670&3|827&1|147&3|293&4|144&4|583&3|244&1|831&3|145&3|301&4|515&3|207&2|310&3
321&4|258&5|348&1|988&2|300&3|294&3|259&4|19&4|14&4|325&1|304&2|547&3;24&1|20&3|116&5|275&5;321&4|258&5|348&1|988&2|300&3|294&3|259&4|19&4|14&4|325&1|304&2|547&3|24&1|20&3|116&5|275&5
628&3|511&5|151&5|255&4|476&3|515&5|19&4|864&3|116&3|181&4|237&4|455&3;168&5|42&4|479&5|710&2;628&3|511&5|151&5|255&4|476&3|515&5|19&4|864&3|116&3|181&4|237&4|455&3|168&5|42&4|479&5|710&2
539&3|354&2|303&1|347&4|70&4|286&2|381&4|327&4|306&5|902&5|302&3|258&1;127&4|259&5|316&5|50&5;539&3|354&2|303&1|347&4|70&4|286&2|381&4|327&4|306&5|902&5|302&3|258&1|127&4|259&5|316&5|50&5
272&5|313&4|289&1|299&4|333&3|340&4|328&5|286&4|302&5|300&4|307&5|315&5;678&2|748&3|245&3|1025&1;272&5|313&4|289&1|299&4|333&3|340&4|328&5|286&4|302&5|300&4|307&5|315&5|678&2|748&3|245&3|1025&1
288&4|880&3|300&4|271&4|879&3|313&5|294&3|307&3|339&3|678&4|328&4|682&4;329&4|348&4|323&4|245&3;288&4|880&3|300&4|271&4|879&3|313&5|294&3|307&3|339&3|678&4|328&4|682&4|329&4|348&4|323&4|245&3
46&3|943&4|14&5|743&2|864&4|95&4|86&2|523&4|433&4|22&4|180&4|71&3;658&3|580&4|581&3|1478&4;46&3|943&4|14&5|743&2|864&4|95&4|86&2|523&4|433&4|22&4|180&4|71&3|658&3|580&4|581&3|1478&4
300&3|336&1|301&4|269&4|322&3|170&5|303&5|242&5|1022&5|316&4|310&1|262&4;9&5|482&4|1194&4|146&3;300&3|336&1|301&4|269&4|322&3|170&5|303&5|242&5|1022&5|316&4|310&1|262&4|9&5|482&4|1194&4|146&3
97&5|1136&5|274&5|51&4|1053&5|966&5|763&5|866&5|155&5|527&4|740&4|596&2;66&5|1300&4|785&5|319&2;97&5|1136&5|274&5|51&4|1053&5|966&5|763&5|866&5|155&5|527&4|740&4|596&2|66&5|1300&4|785&5|319&2
9&4|948&1|846&2|455&1|125&5|96&5|1142&5|284&4|14&4|256&5|210&3|1251&5;153&4|89&5|1073&5|855&5;9&4|948&1|846&2|455&1|125&5|96&5|1142&5|284&4|14&4|256&5|210&3|1251&5|153&4|89&5|1073&5|855&5
628&3|237&4|244&2|277&5|508&5|181&4|221&4|292&3|118&4|1060&3|382&5|217&4;372&3|307&4|596&3|334&4;628&3|237&4|244&2|277&5|508&5|181&4|221&4|292&3|118&4|1060&3|382&5|217&4|372&3|307&4|596&3|334&4
215&3|485&4|617&4|48&4|88&4|205&5|603&4|435&4|481&4|210&4|23&3|836&4;118&4|419&4|179&4|127&5;215&3|485&4|617&4|48&4|88&4|205&5|603&4|435&4|481&4|210&4|23&3|836&4|118&4|419&4|179&4|127&5
79&3|195&4|151&4|62&1|175&4|1&3|80&2|160&3|156&4|166&3|934&1|193&4;233&2|452&1|550&1|403&3;79&3|195&4|151&4|62&1|175&4|1&3|80&2|160&3|156&4|166&3|934&1|193&4|233&2|452&1|550&1|403&3
528&3|381&3|191&3|170&3|607&4|300&2|344&4|286&5|661&4|100&4|322&2|347&4;494&5|136&4|214&2|197&5;528&3|381&3|191&3|170&3|607&4|300&2|344&4|286&5|661&4|100&4|322&2|347&4|494&5|136&4|214&2|197&5
191&4|114&4|47&3|69&2|657&4|144&2|174&4|1039&3|194&3|124&4|181&4|496&3;964&4|32&2|64&4|357&4;191&4|114&4|47&3|69&2|657&4|144&2|174&4|1039&3|194&3|124&4|181&4|496&3|964&4|32&2|64&4|357&4
276&5|895&3|1048&4|125&3|405&4|246&4|147&4|100&3|242&5|7&4|300&4|1600&5;1328&4|290&4|121&2|93&4;276&5|895&3|1048&4|125&3|405&4|246&4|147&4|100&3|242&5|7&4|300&4|1600&5|1328&4|290&4|121&2|93&4
358&2|597&2|14&5|291&3|763&3|1047&2|235&3|815&3|824&3|678&1|742&2|411&3;926&1|994&4|1061&3|762&4;358&2|597&2|14&5|291&3|763&3|1047&2|235&3|815&3|824&3|678&1|742&2|411&3|926&1|994&4|1061&3|762&4
640&5|49&2|1103&4|124&3|302&4|715&3|98&4|955&3|50&3|531&1|479&4|52&4;67&1|578&3|109&1|155&2;640&5|49&2|1103&4|124&3|302&4|715&3|98&4|955&3|50&3|531&1|479&4|52&4|67&1|578&3|109&1|155&2
98&3|300&1|873&4|819&1|278&4|25&2|604&4|928&1|845&5|111&4|162&3|776&5;451&5|375&4|1135&4|723&2;98&3|300&1|873&4|819&1|278&4|25&2|604&4|928&1|845&5|111&4|162&3|776&5|451&5|375&4|1135&4|723&2
751&2|754&2|100&5|301&2|307&2|181&4|276&4|690&3|147&4|270&3|342&2|298&4;742&3|248&4|273&2|1084&5;751&2|754&2|100&5|301&2|307&2|181&4|276&4|690&3|147&4|270&3|342&2|298&4|742&3|248&4|273&2|1084&5
508&4|476&3|250&3|298&4|928&2|1270&3|423&5|118&3|276&4|302&5|810&3|779&3;375&1|280&2|549&4|140&4;508&4|476&3|250&3|298&4|928&2|1270&3|423&5|118&3|276&4|302&5|810&3|779&3|375&1|280&2|549&4|140&4
10&5|326&5|304&5|294&4|595&4|274&4|508&5|984&3|111&5|1277&5|687&3|280&5;472&3|1034&2|760&3|105&4;10&5|326&5|304&5|294&4|595&4|274&4|508&5|984&3|111&5|1277&5|687&3|280&5|472&3|1034&2|760&3|105&4
174&4|22&5|190&1|134&2|136&5|258&4|132&3|69&5|317&4|1065&4|511&4|300&5;742&3|276&4|1358&5|593&2;174&4|22&5|190&1|134&2|136&5|258&4|132&3|69&5|317&4|1065&4|511&4|300&5|742&3|276&4|1358&5|593&2
284&4|298&4|323&2|300&3|405&4|181&5|1017&2|744&4|294&3|237&5|50&5|286&4;246&4|293&3|15&4|13&2;284&4|298&4|323&2|300&3|405&4|181&5|1017&2|744&4|294&3|237&5|50&5|286&4|246&4|293&3|15&4|13&2
328&3|268&4|508&4|988&1|410&3|100&5|151&4|750&5|222&4|121&3|475&5|257&3;118&2|369&1|932&2|597&3;328&3|268&4|508&4|988&1|410&3|100&5|151&4|750&5|222&4|121&3|475&5|257&3|118&2|369&1|932&2|597&3
326&2|259&3|682&4|322&3|340&3|750&2|332&3|1399&4|342&3|288&4|307&4|313&4;748&2|328&2|344&2|905&2;326&2|259&3|682&4|322&3|340&3|750&2|332&3|1399&4|342&3|288&4|307&4|313&4|748&2|328&2|344&2|905&2
56&3|298&5|288&3|385&5|566&4|332&4|252&3|55&1|1016&4|313&5|245&4|96&5;849&2|720&4|363&2|576&4;56&3|298&5|288&3|385&5|566&4|332&4|252&3|55&1|1016&4|313&5|245&4|96&5|849&2|720&4|363&2|576&4
323&3|948&1|7&4|751&3|93&4|892&1|1&1|989&1|9&5|285&4|678&1|100&3;473&4|14&4|111&3|1354&1;323&3|948&1|7&4|751&3|93&4|892&1|1&1|989&1|9&5|285&4|678&1|100&3|473&4|14&4|111&3|1354&1
161&2|357&3|414&3|527&4|196&2|19&4|189&5|528&4|95&4|512&5|213&3|224&5;191&3|219&1|156&3|386&4;161&2|357&3|414&3|527&4|196&2|19&4|189&5|528&4|95&4|512&5|213&3|224&5|191&3|219&1|156&3|386&4
106&2|475&5|93&4|276&3|260&2|257&3|333&4|277&2|326&4|255&3|742&3|713&2;532&3|220&3|696&2|508&3;106&2|475&5|93&4|276&3|260&2|257&3|333&4|277&2|326&4|255&3|742&3|713&2|532&3|220&3|696&2|508&3
4&5|176&4|253&4|16&3|525&5|60&3|1060&5|14&5|174&5|179&5|532&4|479&5;1005&4|486&5|44&4|484&5;4&5|176&4|253&4|16&3|525&5|60&3|1060&5|14&5|174&5|179&5|532&4|479&5|1005&4|486&5|44&4|484&5
358&1|930&1|297&5|655&5|727&4|202&4|116&5|527&5|823&3|42&4|97&4|286&4;188&4|275&5|375&2|429&4;358&1|930&1|297&5|655&5|727&4|202&4|116&5|527&5|823&3|42&4|97&4|286&4|188&4|275&5|375&2|429&4
269&4|180&5|243&1|483&5|684&3|323&2|136&5|204&4|432&4|479&4|322&4|174&5;154&4|56&5|641&3|185&4;269&4|180&5|243&1|483&5|684&3|323&2|136&5|204&4|432&4|479&4|322&4|174&5|154&4|56&5|641&3|185&4
539&3|286&3|1656&2|1176&3|315&4|269&4|272&4|1434&3|300&2|340&3|342&3|690&1;752&2|347&4|307&3|344&5;539&3|286&3|1656&2|1176&3|315&4|269&4|272&4|1434&3|300&2|340&3|342&3|690&1|752&2|347&4|307&3|344&5
873&2|134&5|682&1|173&4|333&2|609&3|670&2|498&3|357&4|22&2|684&3|14&4;101&2|1139&2|230&2|732&3;873&2|134&5|682&1|173&4|333&2|609&3|670&2|498&3|357&4|22&2|684&3|14&4|101&2|1139&2|230&2|732&3
451&4|290&2|408&5|196&4|119&5|494&4|433&4|118&3|216&4|479&4|845&3|7&4;301&4|496&4|1014&4|764&1;451&4|290&2|408&5|196&4|119&5|494&4|433&4|118&3|216&4|479&4|845&3|7&4|301&4|496&4|1014&4|764&1
300&3|883&3|299&2|306&3|326&2|294&1|359&3|880&2|334&3|245&4|340&2|748&2;888&1|754&3|269&4|302&4;300&3|883&3|299&2|306&3|326&2|294&1|359&3|880&2|334&3|245&4|340&2|748&2|888&1|754&3|269&4|302&4
210&4|1041&5|756&4|378&5|866&3|949&3|35&4|436&4|56&1|229&4|578&3|403&2;443&3|144&5|234&4|402&4;210&4|1041&5|756&4|378&5|866&3|949&3|35&4|436&4|56&1|229&4|578&3|403&2|443&3|144&5|234&4|402&4
736&4|121&4|356&5|651&4|471&4|237&4|239&5|392&5|211&4|87&5|526&4|1129&4;73&4|66&3|514&4|88&4;736&4|121&4|356&5|651&4|471&4|237&4|239&5|392&5|211&4|87&5|526&4|1129&4|73&4|66&3|514&4|88&4
259&3|269&3|690&3|751&3|343&2|895&2|313&5|691&2|300&4|748&4|286&5|347&3;312&5|22&5|350&4|349&4;259&3|269&3|690&3|751&3|343&2|895&2|313&5|691&2|300&4|748&4|286&5|347&3|312&5|22&5|350&4|349&4
11&5|1039&5|282&5|977&5|1283&1|294&1|15&2|216&3|97&4|748&2|25&2|87&3;164&3|926&1|550&5|227&4;11&5|1039&5|282&5|977&5|1283&1|294&1|15&2|216&3|97&4|748&2|25&2|87&3|164&3|926&1|550&5|227&4
175&4|210&5|546&5|79&5|405&2|751&5|678&3|127&3|890&3|182&5|250&4|288&4;317&3|12&3|410&4|333&4;175&4|210&5|546&5|79&5|405&2|751&5|678&3|127&3|890&3|182&5|250&4|288&4|317&3|12&3|410&4|333&4
510&4|171&3|1021&3|855&4|86&2|179&3|462&4|165&4|45&3|59&3|60&3|170&2;529&4|509&3|582&3|531&3;510&4|171&3|1021&3|855&4|86&2|179&3|462&4|165&4|45&3|59&3|60&3|170&2|529&4|509&3|582&3|531&3
250&3|228&5|449&4|15&5|127&3|235&3|151&5|50&5|106&2|230&5|181&2|371&4;636&4|67&4|631&4|879&3;250&3|228&5|449&4|15&5|127&3|235&3|151&5|50&5|106&2|230&5|181&2|371&4|636&4|67&4|631&4|879&3
947&4|1174&3|1199&2|660&3|212&4|1194&4|603&5|135&5|191&4|582&3|95&3|694&4;272&3|211&4|586&3|702&2;947&4|1174&3|1199&2|660&3|212&4|1194&4|603&5|135&5|191&4|582&3|95&3|694&4|272&3|211&4|586&3|702&2
319&4|690&4|286&5|751&2|898&5|302&4|340&4|269&4|292&5|937&3|750&5|305&4;345&4|270&3|301&5|339&5;319&4|690&4|286&5|751&2|898&5|302&4|340&4|269&4|292&5|937&3|750&5|305&4|345&4|270&3|301&5|339&5
315&5|303&1|269&3|1234&1|258&5|302&4|916&5|914&5|750&1|300&4|902&1|354&4;346&3|301&4|690&1|751&1;315&5|303&1|269&3|1234&1|258&5|302&4|916&5|914&5|750&1|300&4|902&1|354&4|346&3|301&4|690&1|751&1
684&1|185&2|127&4|218&1|566&2|1305&3|1228&1|429&1|521&2|29&1|210&1|183&4;831&2|871&1|840&2|926&1;684&1|185&2|127&4|218&1|566&2|1305&3|1228&1|429&1|521&2|29&1|210&1|183&4|831&2|871&1|840&2|926&1
153&4|173&5|1020&4|385&4|100&1|291&4|558&3|169&5|302&5|8&5|423&4|405&4;720&4|821&3|1285&4|196&5;153&4|173&5|1020&4|385&4|100&1|291&4|558&3|169&5|302&5|8&5|423&4|405&4|720&4|821&3|1285&4|196&5
180&5|972&3|515&5|496&5|219&2|50&5|647&4|218&3|197&4|164&4|427&4|189&4;58&4|684&3|195&5|132&5;180&5|972&3|515&5|496&5|219&2|50&5|647&4|218&3|197&4|164&4|427&4|189&4|58&4|684&3|195&5|132&5
606&4|603&3|173&5|1020&4|509&4|25&3|181&3|289&3|56&4|182&3|59&5|367&4;655&3|1119&4|186&3|393&2;606&4|603&3|173&5|1020&4|509&4|25&3|181&3|289&3|56&4|182&3|59&5|367&4|655&3|1119&4|186&3|393&2
474&4|506&4|831&3|584&1|866&2|950&4|498&5|50&4|550&3|823&4|530&4|693&5;541&1|430&3|1184&3|751&4;474&4|506&4|831&3|584&1|866&2|950&4|498&5|50&4|550&3|823&4|530&4|693&5|541&1|430&3|1184&3|751&4
395&1|197&5|151&3|708&5|371&5|160&5|11&5|739&5|248&5|660&5|167&3|284&4;905&3|417&4|80&1|238&5;395&1|197&5|151&3|708&5|371&5|160&5|11&5|739&5|248&5|660&5|167&3|284&4|905&3|417&4|80&1|238&5
615&5|7&4|56&4|170&4|287&3|221&5|631&4|515&5|510&5|432&5|48&4|1331&4;428&4|523&3|709&4|491&3;615&5|7&4|56&4|170&4|287&3|221&5|631&4|515&5|510&5|432&5|48&4|1331&4|428&4|523&3|709&4|491&3
332&4|289&3|271&5|294&3|300&4|258&2|748&5|288&4|538&4|301&3|326&1|310&4;322&4|342&1|323&3|989&2;332&4|289&3|271&5|294&3|300&4|258&2|748&5|288&4|538&4|301&3|326&1|310&4|322&4|342&1|323&3|989&2
9&4|257&4|301&4|471&4|282&5|269&4|15&4|50&5|220&4|100&4|845&4|237&5;118&4|866&5|864&3|1028&2;9&4|257&4|301&4|471&4|282&5|269&4|15&4|50&5|220&4|100&4|845&4|237&5|118&4|866&5|864&3|1028&2
7&2|129&4|257&3|619&4|405&3|1008&3|121&2|147&4|742&4|471&3|872&3|278&1;221&4|273&5|117&4|293&4;7&2|129&4|257&3|619&4|405&3|1008&3|121&2|147&4|742&4|471&3|872&3|278&1|221&4|273&5|117&4|293&4
234&3|227&3|172&4|228&4|526&5|474&5|132&4|429&5|141&3|9&1|318&5|205&4;451&2|449&3|670&3|88&2;234&3|227&3|172&4|228&4|526&5|474&5|132&4|429&5|141&3|9&1|318&5|205&4|451&2|449&3|670&3|88&2
276&2|136&3|284&2|479&4|172&4|182&4|195&4|431&1|496&3|205&4|174&3|474&4;56&4|435&3|419&4|188&4;276&2|136&3|284&2|479&4|172&4|182&4|195&4|431&1|496&3|205&4|174&3|474&4|56&4|435&3|419&4|188&4
988&3|687&3|288&3|984&5|326&5|881&3|333&4|258&3|292&5|299&3|328&3|322&5;304&4|259&3|749&5|678&4;988&3|687&3|288&3|984&5|326&5|881&3|333&4|258&3|292&5|299&3|328&3|322&5|304&4|259&3|749&5|678&4
510&1|238&5|1435&1|1478&1|1206&1|526&1|80&1|1044&4|425&2|39&1|795&2|387&1;1588&1|1589&1|843&2|45&1;510&1|238&5|1435&1|1478&1|1206&1|526&1|80&1|1044&4|425&2|39&1|795&2|387&1|1588&1|1589&1|843&2|45&1
879&1|288&5|319&2|271&4|328&1|326&4|309&2|289&2|690&3|332&2|754&1|310&1;892&1|50&5|181&4|603&4;879&1|288&5|319&2|271&4|328&1|326&4|309&2|289&2|690&3|332&2|754&1|310&1|892&1|50&5|181&4|603&4
322&3|311&4|241&3|2&3|195&5|265&5|566&4|272&4|210&5|333&2|245&4|161&4;92&1|68&2|770&3|586&3;322&3|311&4|241&3|2&3|195&5|265&5|566&4|272&4|210&5|333&2|245&4|161&4|92&1|68&2|770&3|586&3
689&4|258&4|323&4|349&4|272&5|302&5|292&4|331&4|347&4|339&3|288&4|328&3;316&4|343&4|322&4|748&3;689&4|258&4|323&4|349&4|272&5|302&5|292&4|331&4|347&4|339&3|288&4|328&3|316&4|343&4|322&4|748&3
652&4|417&2|480&4|704&2|419&4|659&5|172&5|660&4|588&5|865&2|778&3|394&4;142&4|1078&3|101&4|214&4;652&4|417&2|480&4|704&2|419&4|659&5|172&5|660&4|588&5|865&2|778&3|394&4|142&4|1078&3|101&4|214&4
929&3|190&3|971&4|924&4|8&5|478&4|28&4|237&4|921&3|179&5|488&3|411&2;378&4|729&4|99&4|1063&5;929&3|190&3|971&4|924&4|8&5|478&4|28&4|237&4|921&3|179&5|488&3|411&2|378&4|729&4|99&4|1063&5
205&3|258&5|709&5|527&3|568&3|215&2|629&3|170&4|100&3|347&3|628&4|172&4;382&3|153&2|164&2|12&4;205&3|258&5|709&5|527&3|568&3|215&2|629&3|170&4|100&3|347&3|628&4|172&4|382&3|153&2|164&2|12&4
176&3|172&4|222&4|455&3|62&3|510&3|554&3|187&2|100&3|685&4|636&3|117&4;234&4|410&4|430&5|523&4;176&3|172&4|222&4|455&3|62&3|510&3|554&3|187&2|100&3|685&4|636&3|117&4|234&4|410&4|430&5|523&4
